ComInsee,"ComLib",EquipementId,EquNbEquIdentique,ActCode,"ActLib","EquActivitePraticable","EquActivitePratique","EquActiviteSalleSpe","ActNivLib"
72095,"Coulaines",322807,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72095,"Coulaines",350261,1,1101,"Basket-Ball","Oui","Oui","Non","Compétition départementale"
72095,"Coulaines",350261,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Scolaire"
72095,"Coulaines",350261,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Oui","Non","Scolaire"
72095,"Coulaines",350261,1,701,"Badminton, Jeu de volant","Oui","Oui","Non","Scolaire"
72095,"Coulaines",353454,1,3602,"Musculation","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72096,"Coulans-sur-Gée",66659,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
72096,"Coulans-sur-Gée",71306,1,1101,"Basket-Ball","Oui","Oui","Non",
72096,"Coulans-sur-Gée",71307,1,7901,"Tennis","Oui","Oui","Non","Entrainement"
72096,"Coulans-sur-Gée",96603,1,2402,"Autres Danses","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72096,"Coulans-sur-Gée",96603,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72097,"Coulombiers",298252,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72098,"Coulongé",69535,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Entrainement"
72098,"Coulongé",91370,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non",
72098,"Coulongé",91380,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non",
72098,"Coulongé",91381,1,1101,"Basket-Ball","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72098,"Coulongé",261390,1,6201,"Randonnée pédestre","Non","Oui","Non","Loisir - Entretien - Remise en forme"
72098,"Coulongé",312830,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72098,"Coulongé",312830,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72099,"Courceboeufs",70687,1,6001,"Pétanque et jeu provencal","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72099,"Courceboeufs",70688,1,2901,"Football / Football en salle (Futsal)","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72099,"Courceboeufs",204878,1,6201,"Randonnée pédestre","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72099,"Courceboeufs",204878,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72099,"Courceboeufs",204907,1,6201,"Randonnée pédestre","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72099,"Courceboeufs",204907,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72099,"Courceboeufs",204920,1,6201,"Randonnée pédestre","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72099,"Courceboeufs",204920,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72100,"Courcelles-la-Forêt",93145,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non",
72100,"Courcelles-la-Forêt",93150,1,7204,"Boules traditionnelles","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72100,"Courcelles-la-Forêt",93152,1,1201,"Billard (Français (carambole),Snooker,Anglais,Américain)","Oui","Oui","Non",
72101,"Courcemont",69830,1,6001,"Pétanque et jeu provencal","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72101,"Courcemont",205937,1,2901,"Football / Football en salle (Futsal)","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72101,"Courcemont",206087,1,3404,"Expression gymnique","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72101,"Courcemont",206087,1,2402,"Autres Danses","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72101,"Courcemont",206094,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72101,"Courcemont",206094,1,6201,"Randonnée pédestre","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72101,"Courcemont",206099,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72101,"Courcemont",206099,1,6201,"Randonnée pédestre","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72101,"Courcemont",206104,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72101,"Courcemont",206104,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72101,"Courcemont",348443,1,2604,"Saut d'obstacle","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72101,"Courcemont",348444,1,2604,"Saut d'obstacle","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72101,"Courcemont",348444,1,2603,"Dressage","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72101,"Courcemont",348456,1,2603,"Dressage","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72102,"Courcival",299859,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72103,"Courdemanche",67537,1,2402,"Autres Danses","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72103,"Courdemanche",72384,1,7901,"Tennis","Non","Non","Non","Compétition départementale"
72103,"Courdemanche",72385,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
72103,"Courdemanche",229710,1,6201,"Randonnée pédestre","Non","Oui","Non","Loisir - Entretien - Remise en forme"
72103,"Courdemanche",299193,1,1201,"Billard (Français (carambole),Snooker,Anglais,Américain)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72103,"Courdemanche",299194,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Entrainement"
72103,"Courdemanche",299195,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72103,"Courdemanche",299470,1,3501,"Gymnastique volontaire","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72104,"Courgains",71312,1,2901,"Football / Football en salle (Futsal)","Oui","Non","Non","Entrainement"
72104,"Courgains",71313,1,2901,"Football / Football en salle (Futsal)","Oui","Non","Non","Entrainement"
72104,"Courgains",191225,1,6001,"Pétanque et jeu provencal","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72104,"Courgains",191242,1,6201,"Randonnée pédestre","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72104,"Courgains",300098,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72105,"Courgenard",89668,1,1101,"Basket-Ball","Oui","Non","Non",
72105,"Courgenard",258009,1,6201,"Randonnée pédestre","Non","Oui","Non","Loisir - Entretien - Remise en forme"
72105,"Courgenard",283237,1,2601,"Equitation","Oui","Oui","Non","Entrainement"
72105,"Courgenard",296517,1,2601,"Equitation","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72105,"Courgenard",296517,1,2603,"Dressage","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72105,"Courgenard",296517,1,2605,"Attelage","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72105,"Courgenard",296517,1,2608,"Randonnée équestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72105,"Courgenard",296519,1,2601,"Equitation","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72105,"Courgenard",296519,1,2603,"Dressage","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72105,"Courgenard",296519,1,2605,"Attelage","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72105,"Courgenard",300506,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72105,"Courgenard",301720,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72106,"Courtillers",67153,1,1101,"Basket-Ball","Non","Non","Non","Loisir - Entretien - Remise en forme"
72106,"Courtillers",91360,1,2901,"Football / Football en salle (Futsal)","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72106,"Courtillers",91362,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non",
72107,"Crannes-en-Champagne",221234,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72108,"Cré-sur-Loir",70420,1,7901,"Tennis","Oui","Oui","Non","Compétition départementale"
72108,"Cré-sur-Loir",71323,1,7204,"Boules traditionnelles","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72108,"Cré-sur-Loir",303599,1,5501,"Pêche au coup en eau douce","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72108,"Cré-sur-Loir",303599,1,5701,"Pêche sportive à la mouche et au lancer","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72108,"Cré-sur-Loir",303956,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72108,"Cré-sur-Loir",303957,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72108,"Cré-sur-Loir",303957,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72108,"Cré-sur-Loir",303958,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72108,"Cré-sur-Loir",303958,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72108,"Cré-sur-Loir",303959,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72108,"Cré-sur-Loir",305125,1,2601,"Equitation","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72108,"Cré-sur-Loir",305126,1,2603,"Dressage","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72108,"Cré-sur-Loir",305127,1,2601,"Equitation","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72108,"Cré-sur-Loir",305127,1,2603,"Dressage","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72108,"Cré-sur-Loir",345958,1,2608,"Randonnée équestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72108,"Cré-sur-Loir",354100,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72108,"Cré-sur-Loir",354100,1,1101,"Basket-Ball","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72109,"Crissé",104698,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non",
72109,"Crissé",104704,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non",
72109,"Crissé",104708,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non",
72109,"Crissé",288035,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72110,"Crosmières",67106,1,1101,"Basket-Ball","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72110,"Crosmières",67106,1,501,"Saut","Oui","Non","Non",
72110,"Crosmières",67107,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
72110,"Crosmières",67108,1,7901,"Tennis","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72110,"Crosmières",69549,1,7204,"Boules traditionnelles","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72110,"Crosmières",71711,1,8001,"Tennis de table","Oui","Non","Non",
72110,"Crosmières",71711,1,3501,"Gymnastique volontaire","Oui","Non","Non",
72110,"Crosmières",71711,1,2402,"Autres Danses","Oui","Non","Non",
72110,"Crosmières",71711,1,8901,"Activités de forme et de santé","Oui","Non","Non",
72110,"Crosmières",90609,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Entrainement"
72110,"Crosmières",90630,1,1101,"Basket-Ball","Oui","Non","Non",
72110,"Crosmières",271846,1,1201,"Billard (Français (carambole),Snooker,Anglais,Américain)","Oui","Oui","Non","Non défini"
72110,"Crosmières",271848,1,7901,"Tennis","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72110,"Crosmières",345962,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72110,"Crosmières",346686,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72111,"Cures",71825,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
72111,"Cures",71826,1,1101,"Basket-Ball","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72111,"Cures",71827,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72111,"Cures",94621,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72111,"Cures",94627,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72111,"Cures",308154,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72111,"Cures",308157,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72111,"Cures",308162,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72111,"Cures",308163,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72112,"Dangeul",71352,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Entrainement"
72112,"Dangeul",71353,1,6001,"Pétanque et jeu provencal","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72112,"Dangeul",206798,1,3404,"Expression gymnique","Oui","Oui","Non","Scolaire"
72112,"Dangeul",206798,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Entrainement"
72112,"Dangeul",206832,1,4802,"Escalade","Oui","Non","Non","Scolaire"
72112,"Dangeul",206841,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Non","Non","Scolaire"
72112,"Dangeul",206871,1,6201,"Randonnée pédestre","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72112,"Dangeul",206903,1,6201,"Randonnée pédestre","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72112,"Dangeul",206912,1,6201,"Randonnée pédestre","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72112,"Dangeul",206940,1,2603,"Dressage","Oui","Non","Non","Entrainement"
72112,"Dangeul",206940,1,2602,"Concours complet","Oui","Non","Non","Entrainement"
72112,"Dangeul",206976,1,2602,"Concours complet","Oui","Non","Non","Entrainement"
72112,"Dangeul",206976,1,2605,"Attelage","Oui","Non","Non","Entrainement"
72112,"Dangeul",206976,1,2603,"Dressage","Oui","Non","Non","Entrainement"
72112,"Dangeul",206976,1,2601,"Equitation","Oui","Non","Non","Entrainement"
72112,"Dangeul",206976,1,2604,"Saut d'obstacle","Oui","Non","Non","Entrainement"
72112,"Dangeul",206976,1,2608,"Randonnée équestre","Oui","Non","Non","Entrainement"
72112,"Dangeul",206992,1,2601,"Equitation","Oui","Oui","Non","Entrainement"
72112,"Dangeul",207020,1,2602,"Concours complet","Oui","Oui","Non","Entrainement"
72112,"Dangeul",207020,1,2601,"Equitation","Oui","Oui","Non","Entrainement"
72112,"Dangeul",207020,1,2609,"Course sur le plat","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72112,"Dangeul",207020,1,2611,"Raid équestre d'endurance","Oui","Oui","Non","Entrainement"
72113,"Degré",70911,1,1101,"Basket-Ball","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72113,"Degré",95610,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72113,"Degré",95610,1,2402,"Autres Danses","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72113,"Degré",95610,1,8001,"Tennis de table","Oui","Oui","Non","Entrainement"
72113,"Degré",95612,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72113,"Degré",95615,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Entrainement"
72113,"Degré",95618,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72113,"Degré",95623,1,503,"Course sur piste","Oui","Oui","Non","Scolaire"
72113,"Degré",297708,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72113,"Degré",297708,1,2608,"Randonnée équestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72113,"Degré",297708,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72114,"Dehault",282063,1,4906,"Trial","Non","Oui","Non","Compétition régionale"
72115,"Dissay-sous-Courcillon",69415,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
72115,"Dissay-sous-Courcillon",73518,1,1101,"Basket-Ball","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72115,"Dissay-sous-Courcillon",73518,1,7901,"Tennis","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72115,"Dissay-sous-Courcillon",73518,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72115,"Dissay-sous-Courcillon",227110,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72115,"Dissay-sous-Courcillon",227141,1,2609,"Course sur le plat","Oui","Oui","Non","Compétition régionale"
72115,"Dissay-sous-Courcillon",227158,1,1101,"Basket-Ball","Oui","Oui","Non","Scolaire"
72115,"Dissay-sous-Courcillon",308396,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72115,"Dissay-sous-Courcillon",308399,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72115,"Dissay-sous-Courcillon",318662,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72115,"Dissay-sous-Courcillon",318662,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72115,"Dissay-sous-Courcillon",318662,1,2608,"Randonnée équestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72115,"Dissay-sous-Courcillon",318663,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72115,"Dissay-sous-Courcillon",318663,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72115,"Dissay-sous-Courcillon",318663,1,2608,"Randonnée équestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72116,"Dissé-sous-Ballon",198913,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72116,"Dissé-sous-Ballon",198913,1,6201,"Randonnée pédestre","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72117,"Dissé-sous-le-Lude",91318,1,3501,"Gymnastique volontaire","Oui","Non","Non",
72117,"Dissé-sous-le-Lude",91321,1,6001,"Pétanque et jeu provencal","Oui","Non","Non",
72117,"Dissé-sous-le-Lude",91324,1,2901,"Football / Football en salle (Futsal)","Oui","Non","Non",
72117,"Dissé-sous-le-Lude",91330,1,7204,"Boules traditionnelles","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72117,"Dissé-sous-le-Lude",260678,1,6201,"Randonnée pédestre","Non","Oui","Non","Loisir - Entretien - Remise en forme"
72117,"Dissé-sous-le-Lude",260688,1,6201,"Randonnée pédestre","Non","Oui","Non","Loisir - Entretien - Remise en forme"
72117,"Dissé-sous-le-Lude",260700,1,6201,"Randonnée pédestre","Non","Oui","Non","Loisir - Entretien - Remise en forme"
72118,"Dollon",76046,1,8201,"Tir à l'arc","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72118,"Dollon",76046,1,8401,"Twirling bâton","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72118,"Dollon",76046,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72118,"Dollon",76046,1,3404,"Expression gymnique","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72118,"Dollon",76046,1,6306,"Planche à roulettes (Skate)","Oui","Oui","Non","Entrainement"
72118,"Dollon",76046,1,701,"Badminton, Jeu de volant","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72118,"Dollon",76056,1,3501,"Gymnastique volontaire","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72118,"Dollon",76056,1,3404,"Expression gymnique","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72118,"Dollon",76056,1,3401,"Gymnastique Artistique","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72118,"Dollon",76074,1,5203,"Natation en eau libre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72118,"Dollon",76094,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72118,"Dollon",76106,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72118,"Dollon",76117,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72118,"Dollon",76125,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
72118,"Dollon",76134,2,7901,"Tennis","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72118,"Dollon",76141,1,6001,"Pétanque et jeu provencal","Oui","Non","Non",
72118,"Dollon",76149,1,1101,"Basket-Ball","Oui","Non","Non",
72118,"Dollon",76158,1,8201,"Tir à l'arc","Oui","Oui","Non","Entrainement"
72118,"Dollon",307838,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Entrainement"
72118,"Dollon",344748,1,2603,"Dressage","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72118,"Dollon",344749,1,2603,"Dressage","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72119,"Domfront-en-Champagne",69936,1,3501,"Gymnastique volontaire","Oui","Oui","Non",
72119,"Domfront-en-Champagne",69936,1,8001,"Tennis de table","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72119,"Domfront-en-Champagne",73390,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
72119,"Domfront-en-Champagne",104668,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non",
72119,"Domfront-en-Champagne",104674,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non",
72119,"Domfront-en-Champagne",288015,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72119,"Domfront-en-Champagne",288016,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72119,"Domfront-en-Champagne",307407,1,2402,"Autres Danses","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72119,"Domfront-en-Champagne",307407,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72119,"Domfront-en-Champagne",321803,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Entrainement"
72120,"Doucelles",202162,1,2901,"Football / Football en salle (Futsal)","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72120,"Doucelles",202186,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72120,"Doucelles",202186,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72121,"Douillet",189896,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72121,"Douillet",189896,1,6201,"Randonnée pédestre","Oui","Non","Non","Loisir - Entretien - Remise en forme"
72122,"Duneau",211694,1,1101,"Basket-Ball","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72122,"Duneau",211694,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72122,"Duneau",211694,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72122,"Duneau",211700,1,3401,"Gymnastique Artistique","Oui","Non","Non","Scolaire"
72122,"Duneau",211700,1,3101,"Full contact (boxe américaine)/Light contact/First full/Full défense/Super fight/Semi-contact","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72122,"Duneau",211742,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72122,"Duneau",225619,2,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72122,"Duneau",225623,3,7901,"Tennis","Oui","Oui","Non","Compétition régionale"
72122,"Duneau",227002,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72122,"Duneau",227002,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72122,"Duneau",318875,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72122,"Duneau",318877,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72123,"Dureil",303551,1,5501,"Pêche au coup en eau douce","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72124,"Écommoy",66820,1,501,"Saut","Oui","Oui","Non","Scolaire"
72124,"Écommoy",66821,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Entrainement"
72124,"Écommoy",66822,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72124,"Écommoy",67557,1,2402,"Autres Danses","Oui","Non","Non","Entrainement"
72124,"Écommoy",67557,1,8001,"Tennis de table","Oui","Non","Non","Entrainement"
72124,"Écommoy",67557,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72124,"Écommoy",67557,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
72124,"Écommoy",67558,1,4401,"Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...","Oui","Oui","Non","Entrainement"
72124,"Écommoy",67558,1,4301,"Judo / Jujitsu / Taïso","Oui","Oui","Non","Entrainement"
72124,"Écommoy",67559,1,3602,"Musculation","Oui","Oui","Non","Entrainement"
72124,"Écommoy",70344,1,7901,"Tennis","Oui","Non","Non","Entrainement"
72124,"Écommoy",70345,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition régionale"
72124,"Écommoy",70346,2,7901,"Tennis","Oui","Oui","Non","Entrainement"
72124,"Écommoy",70347,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Entrainement"
72124,"Écommoy",70742,1,701,"Badminton, Jeu de volant","Oui","Non","Non","Entrainement"
